,s_visi,s_cond,e_visi,e_cond
363,10.0,Mostly Cloudy,10.0,Mostly Cloudy
364,10.0,Overcast,10.0,Overcast
365,10.0,Clear,10.0,Clear
366,10.0,Clear,10.0,Clear
367,10.0,Overcast,10.0,Overcast
368,10.0,Clear,10.0,Clear
369,10.0,Clear,10.0,Clear
370,10.0,Clear,10.0,Clear
371,10.0,Clear,10.0,Mostly Cloudy
372,10.0,Partly Cloudy,10.0,Partly Cloudy
373,10.0,Overcast,10.0,Overcast
374,8.0,Overcast,8.0,Partly Cloudy
375,10.0,Clear,10.0,Clear
376,6.0,Light Rain,6.0,Light Rain
377,10.0,Clear,10.0,Clear
378,10.0,Overcast,10.0,Overcast
379,10.0,Clear,10.0,Clear
380,10.0,Mostly Cloudy,10.0,Mostly Cloudy
381,10.0,Clear,10.0,Clear
382,10.0,Clear,10.0,Clear
383,7.0,Overcast,7.0,Overcast
384,10.0,Overcast,10.0,Overcast
385,10.0,Overcast,10.0,Overcast
386,10.0,Clear,10.0,Clear
387,10.0,Clear,10.0,Clear
388,10.0,Clear,10.0,Clear
389,10.0,Clear,10.0,Clear
390,8.0,Overcast,8.0,Overcast
391,10.0,Clear,10.0,Clear
392,10.0,Overcast,10.0,Overcast
393,10.0,Clear,10.0,Clear
394,10.0,Overcast,10.0,Scattered Clouds
395,10.0,Clear,10.0,Clear
396,10.0,Overcast,10.0,Overcast
397,10.0,Overcast,10.0,Overcast
398,10.0,Overcast,10.0,Overcast
399,10.0,Mostly Cloudy,10.0,Mostly Cloudy
400,10.0,Overcast,10.0,Overcast
401,10.0,Clear,10.0,Clear
402,8.0,Clear,8.0,Clear
403,10.0,Overcast,10.0,Overcast
404,10.0,Clear,10.0,Clear
405,10.0,Clear,10.0,Clear
406,10.0,Overcast,10.0,Overcast
407,10.0,Overcast,10.0,Overcast
408,10.0,Clear,10.0,Clear
409,10.0,Clear,10.0,Clear
410,10.0,Clear,10.0,Clear
411,10.0,Clear,10.0,Clear
412,10.0,Overcast,10.0,Overcast
413,10.0,Clear,10.0,Clear
414,7.0,Light Rain,7.0,Light Rain
415,10.0,Clear,10.0,Clear
416,10.0,Clear,10.0,Clear
417,1.2,Light Snow,1.2,Light Snow
418,10.0,Clear,10.0,Clear
419,10.0,Clear,10.0,Mostly Cloudy
420,10.0,Overcast,10.0,Overcast
421,10.0,Partly Cloudy,10.0,Clear
422,10.0,Overcast,10.0,Overcast
423,10.0,Clear,10.0,Overcast
424,10.0,Overcast,10.0,Overcast
425,10.0,Clear,10.0,Clear
426,10.0,Clear,10.0,Clear
427,10.0,Clear,10.0,Clear
428,10.0,Overcast,10.0,Overcast
429,10.0,Clear,10.0,Clear
430,10.0,Clear,10.0,Clear
431,10.0,Clear,10.0,Clear
432,10.0,Scattered Clouds,10.0,Scattered Clouds
433,9.0,Clear,10.0,Clear
434,10.0,Partly Cloudy,10.0,Partly Cloudy
435,10.0,Clear,10.0,Clear
436,10.0,Overcast,10.0,Overcast
437,2.0,Rain,2.5,Rain
438,10.0,Clear,10.0,Clear
439,10.0,Mostly Cloudy,10.0,Overcast
440,10.0,Clear,10.0,Clear
441,9.0,Clear,9.0,Clear
442,8.0,Scattered Clouds,8.0,Scattered Clouds
443,10.0,Clear,10.0,Clear
444,10.0,Overcast,3.0,Light Snow
445,10.0,Clear,10.0,Partly Cloudy
446,10.0,Clear,10.0,Clear
447,10.0,Overcast,10.0,Overcast
448,10.0,Overcast,10.0,Overcast
449,10.0,Overcast,10.0,Overcast
450,10.0,Clear,10.0,Clear
451,10.0,Clear,10.0,Clear
452,10.0,Clear,10.0,Clear
453,9.0,Overcast,9.0,Overcast
454,7.0,Overcast,7.0,Overcast
455,10.0,Partly Cloudy,10.0,Partly Cloudy
456,10.0,Overcast,10.0,Overcast
457,9.0,Overcast,9.0,Overcast
458,10.0,Clear,10.0,Clear
459,10.0,Overcast,10.0,Overcast
460,10.0,Clear,10.0,Clear
461,10.0,Overcast,10.0,Scattered Clouds
462,10.0,Clear,10.0,Clear
463,10.0,Clear,10.0,Clear
464,10.0,Clear,10.0,Clear
465,10.0,Clear,10.0,Clear
466,10.0,Mostly Cloudy,10.0,Clear
467,10.0,Clear,10.0,Clear
468,10.0,Clear,10.0,Clear
469,10.0,Clear,10.0,Clear
470,10.0,Overcast,10.0,Overcast
471,10.0,Mostly Cloudy,10.0,Partly Cloudy
472,10.0,Overcast,10.0,Overcast
473,10.0,Overcast,10.0,Overcast
474,10.0,Clear,10.0,Clear
475,10.0,Overcast,10.0,Overcast
476,10.0,Clear,10.0,Clear
477,10.0,Clear,10.0,Clear
478,10.0,Clear,10.0,Clear
479,10.0,Clear,10.0,Clear
480,10.0,Overcast,10.0,Overcast
481,10.0,Clear,10.0,Clear
482,10.0,Clear,10.0,Clear
483,10.0,Scattered Clouds,10.0,Scattered Clouds
484,10.0,Clear,10.0,Clear
485,10.0,Clear,10.0,Clear
486,10.0,Overcast,10.0,Overcast
487,10.0,Overcast,10.0,Overcast
488,10.0,Clear,10.0,Clear
489,10.0,Clear,10.0,Clear
490,10.0,Mostly Cloudy,10.0,Mostly Cloudy
491,10.0,Clear,9.0,Clear
492,10.0,Clear,10.0,Clear
493,10.0,Clear,10.0,Clear
494,10.0,Clear,10.0,Clear
495,10.0,Clear,10.0,Clear
496,10.0,Overcast,10.0,Overcast
497,0.2,Snow,0.2,Snow
498,10.0,Clear,10.0,Clear
499,0.8,Light Snow,0.2,Heavy Snow
500,10.0,Clear,10.0,Clear
501,10.0,Overcast,10.0,Overcast
502,10.0,Overcast,10.0,Overcast
503,10.0,Scattered Clouds,10.0,Scattered Clouds
504,10.0,Clear,10.0,Clear
505,10.0,Clear,10.0,Clear
506,5.0,Haze,5.0,Haze
507,10.0,Partly Cloudy,10.0,Partly Cloudy
508,10.0,Clear,10.0,Clear
509,10.0,Clear,10.0,Clear
510,10.0,Clear,10.0,Clear
511,10.0,Clear,10.0,Clear
512,8.0,Overcast,8.0,Overcast
513,8.0,Clear,8.0,Clear
514,7.0,Overcast,7.0,Overcast
515,10.0,Overcast,10.0,Overcast
516,10.0,Clear,10.0,Clear
517,10.0,Mostly Cloudy,10.0,Mostly Cloudy
518,10.0,Clear,10.0,Clear
519,10.0,Clear,10.0,Clear
520,10.0,Overcast,10.0,Overcast
521,8.0,Overcast,8.0,Partly Cloudy
522,8.0,Partly Cloudy,8.0,Partly Cloudy
523,10.0,Overcast,10.0,Overcast
524,10.0,Overcast,10.0,Overcast
525,10.0,Overcast,10.0,Overcast
526,10.0,Clear,10.0,Clear
527,0.2,Snow,0.2,Snow
528,1.2,Heavy Rain,1.2,Heavy Rain
529,10.0,Scattered Clouds,10.0,Scattered Clouds
530,10.0,Clear,10.0,Partly Cloudy
531,10.0,Scattered Clouds,10.0,Scattered Clouds
532,10.0,Clear,10.0,Clear
533,10.0,Clear,10.0,Clear
534,10.0,Mostly Cloudy,10.0,Mostly Cloudy
535,10.0,Clear,10.0,Clear
536,10.0,Mostly Cloudy,10.0,Mostly Cloudy
537,10.0,Clear,10.0,Clear
538,5.0,Overcast,5.0,Overcast
539,10.0,Overcast,10.0,Overcast
540,10.0,Clear,10.0,Clear
541,10.0,Overcast,10.0,Overcast
542,10.0,Clear,10.0,Clear
543,10.0,Clear,10.0,Clear
544,10.0,Overcast,10.0,Clear
545,10.0,Clear,10.0,Clear
546,10.0,Mostly Cloudy,10.0,Clear
547,10.0,Overcast,10.0,Overcast
548,10.0,Overcast,10.0,Overcast
549,10.0,Clear,10.0,Clear
550,10.0,Overcast,10.0,Overcast
551,10.0,Overcast,10.0,Overcast
552,10.0,Clear,10.0,Clear
553,10.0,Clear,10.0,Clear
554,10.0,Overcast,10.0,Overcast
555,10.0,Mostly Cloudy,10.0,Overcast
556,10.0,Clear,10.0,Clear
557,10.0,Clear,10.0,Clear
558,10.0,Clear,10.0,Clear
559,10.0,Clear,10.0,Clear
560,10.0,Clear,10.0,Clear
561,10.0,Overcast,10.0,Overcast
562,10.0,Clear,10.0,Clear
563,10.0,Clear,10.0,Clear
564,10.0,Clear,10.0,Clear
565,3.0,Light Rain,3.0,Light Rain
566,7.0,Overcast,7.0,Overcast
567,2.5,Rain,2.5,Rain
568,8.0,Mostly Cloudy,8.0,Mostly Cloudy
569,10.0,Overcast,10.0,Overcast
570,10.0,Partly Cloudy,10.0,Partly Cloudy
571,10.0,Overcast,10.0,Overcast
572,10.0,Mostly Cloudy,10.0,Mostly Cloudy
573,10.0,Clear,10.0,Clear
574,10.0,Clear,10.0,Clear
575,10.0,Clear,10.0,Clear
576,10.0,Overcast,10.0,Overcast
577,10.0,Clear,10.0,Clear
578,9.0,Overcast,9.0,Overcast
579,10.0,Clear,10.0,Clear
580,10.0,Scattered Clouds,10.0,Scattered Clouds
581,10.0,Clear,10.0,Overcast
582,10.0,Partly Cloudy,10.0,Partly Cloudy
583,10.0,Overcast,10.0,Overcast
584,10.0,Clear,10.0,Mostly Cloudy
585,10.0,Clear,10.0,Clear
586,10.0,Clear,10.0,Clear
587,10.0,Clear,10.0,Clear
588,10.0,Clear,10.0,Clear
589,10.0,Overcast,10.0,Overcast
590,10.0,Clear,10.0,Clear
591,10.0,Clear,10.0,Clear
592,10.0,Clear,10.0,Clear
593,10.0,Clear,10.0,Clear
594,10.0,Mostly Cloudy,10.0,Clear
595,10.0,Clear,10.0,Clear
596,10.0,Clear,10.0,Clear
597,10.0,Clear,10.0,Clear
598,10.0,Overcast,10.0,Overcast
599,10.0,Scattered Clouds,10.0,Scattered Clouds
600,9.0,Overcast,8.0,Overcast
601,8.0,Clear,8.0,Clear
602,10.0,Clear,10.0,Clear
603,10.0,Clear,10.0,Clear
604,10.0,Overcast,10.0,Overcast
605,10.0,Partly Cloudy,10.0,Partly Cloudy
606,10.0,Mostly Cloudy,10.0,Mostly Cloudy
607,10.0,Overcast,10.0,Overcast
608,10.0,Clear,10.0,Clear
609,10.0,Overcast,10.0,Overcast
610,10.0,Clear,10.0,Overcast
611,10.0,Clear,10.0,Clear
612,10.0,Mostly Cloudy,10.0,Mostly Cloudy
613,10.0,Clear,10.0,Clear
614,10.0,Clear,10.0,Clear
615,10.0,Clear,10.0,Clear
616,10.0,Mostly Cloudy,10.0,Mostly Cloudy
617,10.0,Clear,10.0,Clear
618,10.0,Partly Cloudy,10.0,Partly Cloudy
619,10.0,Clear,10.0,Clear
620,10.0,Clear,10.0,Clear
621,10.0,Clear,10.0,Clear
622,10.0,Mostly Cloudy,10.0,Mostly Cloudy
623,10.0,Clear,10.0,Clear
624,10.0,Clear,10.0,Clear
625,10.0,Overcast,10.0,Overcast
626,10.0,Clear,10.0,Clear
627,10.0,Overcast,10.0,Overcast
628,10.0,Overcast,10.0,Overcast
629,10.0,Clear,10.0,Mostly Cloudy
630,10.0,Clear,10.0,Clear
631,10.0,Clear,10.0,Clear
632,10.0,Mostly Cloudy,10.0,Mostly Cloudy
633,8.0,Scattered Clouds,8.0,Scattered Clouds
634,10.0,Overcast,10.0,Overcast
635,10.0,Clear,10.0,Clear
636,10.0,Overcast,10.0,Overcast
637,10.0,Mostly Cloudy,10.0,Partly Cloudy
638,10.0,Overcast,10.0,Overcast
639,10.0,Clear,10.0,Clear
640,10.0,Clear,10.0,Clear
641,10.0,Partly Cloudy,10.0,Partly Cloudy
642,10.0,Clear,10.0,Clear
643,10.0,Mostly Cloudy,10.0,Mostly Cloudy
644,10.0,Partly Cloudy,10.0,Partly Cloudy
645,10.0,Clear,10.0,Clear
646,10.0,Clear,10.0,Clear
647,5.0,Overcast,3.0,Light Rain
648,10.0,Clear,10.0,Clear
649,10.0,Overcast,10.0,Overcast
650,9.0,Mostly Cloudy,9.0,Mostly Cloudy
651,10.0,Clear,10.0,Clear
652,10.0,Partly Cloudy,10.0,Partly Cloudy
653,8.0,Overcast,8.0,Overcast
654,10.0,Clear,10.0,Clear
655,10.0,Clear,10.0,Clear
656,10.0,Clear,10.0,Mostly Cloudy
657,10.0,Clear,10.0,Clear
658,10.0,Clear,10.0,Clear
659,10.0,Clear,10.0,Clear
660,9.0,Overcast,9.0,Overcast
661,10.0,Overcast,10.0,Overcast
662,10.0,Mostly Cloudy,10.0,Mostly Cloudy
663,10.0,Clear,10.0,Clear
664,10.0,Clear,10.0,Clear
665,10.0,Overcast,10.0,Overcast
666,10.0,Clear,10.0,Clear
667,10.0,Clear,10.0,Clear
668,10.0,Mostly Cloudy,10.0,Mostly Cloudy
669,10.0,Clear,10.0,Clear
670,5.0,Overcast,7.0,Overcast
671,10.0,Overcast,10.0,Overcast
672,10.0,Clear,10.0,Clear
673,10.0,Clear,10.0,Clear
674,10.0,Overcast,10.0,Mostly Cloudy
675,10.0,Clear,10.0,Clear
676,10.0,Clear,10.0,Clear
677,10.0,Clear,10.0,Clear
678,10.0,Overcast,10.0,Overcast
679,7.0,Partly Cloudy,7.0,Partly Cloudy
680,10.0,Clear,10.0,Clear
681,10.0,Clear,10.0,Clear
682,10.0,Clear,10.0,Clear
683,10.0,Clear,10.0,Clear
684,10.0,Overcast,10.0,Overcast
685,10.0,Clear,10.0,Clear
686,10.0,Clear,10.0,Clear
687,10.0,Clear,10.0,Clear
688,10.0,Overcast,10.0,Overcast
689,10.0,Clear,10.0,Clear
690,10.0,Clear,10.0,Clear
691,10.0,Clear,10.0,Clear
692,10.0,Clear,10.0,Clear
693,10.0,Overcast,10.0,Overcast
694,10.0,Clear,10.0,Clear
695,10.0,Clear,10.0,Clear
696,10.0,Clear,10.0,Clear
697,10.0,Clear,10.0,Clear
698,10.0,Clear,10.0,Clear
699,6.0,Light Rain,6.0,Light Rain
700,10.0,Clear,10.0,Clear
701,10.0,Clear,10.0,Clear
702,10.0,Overcast,10.0,Overcast
703,10.0,Overcast,10.0,Overcast
704,10.0,Overcast,10.0,Overcast
705,0.2,Snow,0.2,Snow
706,10.0,Overcast,10.0,Overcast
707,10.0,Overcast,10.0,Overcast
708,10.0,Clear,10.0,Clear
709,10.0,Clear,10.0,Clear
710,10.0,Clear,10.0,Clear
711,10.0,Overcast,9.0,Mostly Cloudy
712,10.0,Mostly Cloudy,10.0,Mostly Cloudy
713,10.0,Clear,10.0,Clear
714,10.0,Clear,10.0,Clear
715,10.0,Clear,10.0,Clear
716,10.0,Clear,10.0,Clear
717,10.0,Scattered Clouds,10.0,Scattered Clouds
718,10.0,Clear,10.0,Clear
719,7.0,Light Rain,7.0,Light Rain
720,10.0,Partly Cloudy,10.0,Partly Cloudy
721,10.0,Clear,10.0,Clear
722,10.0,Clear,10.0,Clear
723,10.0,Clear,10.0,Clear
724,10.0,Mostly Cloudy,10.0,Mostly Cloudy
725,7.0,Overcast,7.0,Overcast
726,10.0,Clear,10.0,Clear
727,10.0,Overcast,10.0,Overcast
728,4.0,Overcast,4.0,Overcast
729,10.0,Clear,10.0,Clear
730,10.0,Clear,10.0,Clear
731,8.0,Overcast,7.0,Overcast
732,10.0,Clear,10.0,Clear
733,10.0,Overcast,10.0,Overcast
734,10.0,Clear,10.0,Clear
735,10.0,Clear,10.0,Clear
736,10.0,Clear,10.0,Clear
737,10.0,Clear,10.0,Clear
738,10.0,Clear,10.0,Clear
739,10.0,Overcast,10.0,Overcast
740,4.0,Light Rain,4.0,Light Rain
741,7.0,Overcast,7.0,Overcast
742,7.0,Overcast,7.0,Overcast
743,10.0,Clear,10.0,Clear
744,10.0,Partly Cloudy,10.0,Partly Cloudy
745,10.0,Clear,10.0,Clear
746,10.0,Clear,10.0,Clear
747,10.0,Scattered Clouds,10.0,Scattered Clouds
748,9.0,Clear,9.0,Clear
749,10.0,Clear,10.0,Clear
750,10.0,Clear,10.0,Clear
751,10.0,Overcast,10.0,Overcast
752,10.0,Clear,10.0,Clear
753,10.0,Clear,10.0,Clear
754,10.0,Clear,10.0,Clear
755,10.0,Clear,10.0,Clear
756,10.0,Clear,10.0,Clear
757,10.0,Clear,10.0,Clear
758,1.8,Heavy Rain,1.2,Heavy Rain
759,10.0,Clear,10.0,Clear
760,10.0,Clear,10.0,Clear
761,10.0,Clear,10.0,Clear
762,10.0,Clear,10.0,Clear
763,2.5,Rain,2.5,Rain
764,10.0,Clear,10.0,Partly Cloudy
765,10.0,Clear,10.0,Clear
766,10.0,Overcast,10.0,Overcast
767,10.0,Clear,10.0,Clear
768,10.0,Clear,10.0,Overcast
769,10.0,Clear,10.0,Clear
770,10.0,Clear,10.0,Clear
771,10.0,Overcast,10.0,Overcast
772,10.0,Overcast,10.0,Overcast
773,10.0,Scattered Clouds,10.0,Scattered Clouds
774,10.0,Clear,10.0,Clear
775,10.0,Overcast,10.0,Partly Cloudy
776,10.0,Overcast,10.0,Overcast
777,10.0,Clear,10.0,Clear
778,10.0,Overcast,10.0,Overcast
779,10.0,Partly Cloudy,10.0,Partly Cloudy
780,10.0,Clear,10.0,Clear
781,1.5,Light Snow,1.5,Light Snow
782,10.0,Clear,10.0,Clear
783,10.0,Clear,10.0,Clear
784,10.0,Overcast,10.0,Overcast
785,8.0,Clear,8.0,Clear
786,3.0,Light Rain,3.0,Light Rain
787,10.0,Clear,10.0,Clear
788,10.0,Clear,10.0,Clear
789,10.0,Overcast,3.0,Light Snow
790,10.0,Clear,10.0,Clear
791,10.0,Clear,10.0,Clear
792,10.0,Clear,10.0,Clear
793,10.0,Clear,10.0,Clear
794,10.0,Clear,10.0,Clear
795,0.5,Snow,0.5,Snow
796,10.0,Mostly Cloudy,10.0,Mostly Cloudy
797,10.0,Clear,10.0,Clear
798,10.0,Clear,10.0,Clear
799,10.0,Overcast,10.0,Overcast
800,10.0,Clear,10.0,Clear
801,10.0,Clear,10.0,Clear
802,8.0,Clear,8.0,Clear
803,10.0,Mostly Cloudy,10.0,Mostly Cloudy
804,8.0,Mostly Cloudy,8.0,Overcast
805,10.0,Clear,10.0,Clear
806,10.0,Partly Cloudy,10.0,Partly Cloudy
807,10.0,Mostly Cloudy,10.0,Mostly Cloudy
808,10.0,Mostly Cloudy,10.0,Mostly Cloudy
809,10.0,Clear,10.0,Clear
810,9.0,Overcast,9.0,Overcast
811,10.0,Clear,10.0,Clear
812,10.0,Overcast,10.0,Overcast
813,10.0,Partly Cloudy,10.0,Partly Cloudy
814,10.0,Partly Cloudy,10.0,Partly Cloudy
815,10.0,Overcast,10.0,Overcast
816,10.0,Clear,10.0,Clear
817,10.0,Clear,10.0,Clear
818,10.0,Overcast,10.0,Overcast
819,10.0,Clear,10.0,Clear
820,8.0,Clear,8.0,Clear
821,10.0,Overcast,10.0,Overcast
822,10.0,Clear,10.0,Clear
823,10.0,Clear,10.0,Clear
824,10.0,Clear,10.0,Clear
825,10.0,Clear,10.0,Clear
826,10.0,Mostly Cloudy,10.0,Overcast
827,10.0,Clear,10.0,Clear
828,10.0,Clear,10.0,Clear
829,10.0,Partly Cloudy,10.0,Clear
830,10.0,Partly Cloudy,10.0,Clear
831,10.0,Clear,10.0,Clear
832,10.0,Clear,10.0,Clear
833,10.0,Overcast,10.0,Overcast
834,10.0,Overcast,10.0,Overcast
835,10.0,Clear,10.0,Clear
836,10.0,Clear,10.0,Clear
837,10.0,Clear,10.0,Clear
838,10.0,Clear,10.0,Clear
839,10.0,Overcast,10.0,Overcast
840,10.0,Clear,10.0,Clear
841,8.0,Overcast,8.0,Overcast
842,5.0,Overcast,5.0,Overcast
843,10.0,Overcast,10.0,Overcast
844,10.0,Mostly Cloudy,10.0,Mostly Cloudy
845,10.0,Clear,10.0,Clear
846,10.0,Clear,10.0,Partly Cloudy
847,10.0,Mostly Cloudy,10.0,Mostly Cloudy
848,10.0,Overcast,10.0,Overcast
849,10.0,Scattered Clouds,10.0,Scattered Clouds
850,10.0,Partly Cloudy,10.0,Partly Cloudy
851,10.0,Clear,10.0,Clear
852,10.0,Clear,10.0,Clear
853,10.0,Scattered Clouds,10.0,Scattered Clouds
854,10.0,Overcast,10.0,Overcast
855,10.0,Overcast,10.0,Mostly Cloudy
856,10.0,Overcast,10.0,Overcast
857,10.0,Scattered Clouds,10.0,Scattered Clouds
858,10.0,Clear,10.0,Clear
859,10.0,Clear,10.0,Clear
860,10.0,Clear,10.0,Clear
861,10.0,Clear,10.0,Clear
862,10.0,Mostly Cloudy,10.0,Mostly Cloudy
863,10.0,Overcast,10.0,Overcast
864,4.0,Overcast,4.0,Overcast
865,10.0,Clear,10.0,Clear
866,10.0,Clear,10.0,Clear
867,10.0,Clear,10.0,Clear
868,0.5,Snow,0.5,Snow
869,10.0,Clear,10.0,Clear
870,10.0,Clear,10.0,Clear
871,10.0,Clear,10.0,Clear
872,10.0,Overcast,10.0,Overcast
873,10.0,Mostly Cloudy,10.0,Mostly Cloudy
874,10.0,Overcast,10.0,Overcast
875,10.0,Clear,10.0,Clear
876,10.0,Overcast,10.0,Overcast
877,10.0,Clear,10.0,Clear
878,10.0,Clear,10.0,Clear
879,10.0,Overcast,10.0,Overcast
880,10.0,Partly Cloudy,10.0,Partly Cloudy
881,10.0,Clear,10.0,Clear
882,10.0,Clear,10.0,Clear
883,10.0,Clear,10.0,Clear
884,10.0,Clear,10.0,Clear
885,10.0,Clear,10.0,Clear
886,10.0,Overcast,10.0,Overcast
887,10.0,Mostly Cloudy,10.0,Mostly Cloudy
888,10.0,Partly Cloudy,10.0,Partly Cloudy
889,10.0,Overcast,10.0,Overcast
890,10.0,Partly Cloudy,10.0,Overcast
891,10.0,Overcast,10.0,Overcast
892,10.0,Clear,10.0,Clear
893,10.0,Clear,10.0,Clear
894,10.0,Clear,10.0,Clear
895,10.0,Clear,10.0,Clear
896,10.0,Clear,10.0,Clear
897,10.0,Clear,10.0,Clear
898,10.0,Clear,10.0,Clear
899,10.0,Clear,10.0,Clear
900,10.0,Clear,10.0,Clear
901,10.0,Clear,10.0,Clear
902,10.0,Clear,10.0,Clear
903,10.0,Scattered Clouds,10.0,Scattered Clouds
904,10.0,Clear,10.0,Clear
905,10.0,Partly Cloudy,10.0,Partly Cloudy
906,10.0,Clear,10.0,Clear
907,10.0,Overcast,10.0,Overcast
908,10.0,Clear,10.0,Clear
909,10.0,Overcast,10.0,Overcast
910,10.0,Overcast,10.0,Overcast
911,10.0,Clear,10.0,Clear
912,10.0,Clear,10.0,Mostly Cloudy
913,10.0,Clear,10.0,Clear
914,10.0,Clear,10.0,Clear
915,10.0,Clear,10.0,Clear
916,8.0,Clear,8.0,Clear
917,10.0,Clear,10.0,Clear
918,10.0,Mostly Cloudy,10.0,Mostly Cloudy
919,10.0,Clear,10.0,Clear
920,10.0,Overcast,10.0,Overcast
921,10.0,Overcast,10.0,Overcast
922,9.0,Scattered Clouds,9.0,Scattered Clouds
923,10.0,Clear,10.0,Clear
924,10.0,Clear,10.0,Clear
925,10.0,Mostly Cloudy,10.0,Clear
926,10.0,Partly Cloudy,10.0,Partly Cloudy
927,10.0,Overcast,10.0,Overcast
928,10.0,Clear,10.0,Clear
929,10.0,Clear,10.0,Clear
930,10.0,Clear,10.0,Clear
931,10.0,Clear,10.0,Clear
932,0.8,Light Snow,0.5,Snow
933,10.0,Partly Cloudy,10.0,Overcast
934,10.0,Clear,10.0,Clear
935,10.0,Clear,10.0,Clear
936,10.0,Overcast,10.0,Overcast
937,10.0,Clear,10.0,Clear
938,10.0,Clear,10.0,Clear
939,7.0,Light Rain,7.0,Light Rain
940,10.0,Clear,10.0,Clear
941,10.0,Clear,10.0,Clear
942,10.0,Overcast,10.0,Overcast
943,10.0,Clear,10.0,Clear
944,10.0,Overcast,10.0,Overcast
945,10.0,Overcast,10.0,Overcast
946,10.0,Clear,10.0,Clear
947,10.0,Overcast,10.0,Overcast
948,10.0,Clear,10.0,Clear
949,10.0,Clear,10.0,Clear
950,10.0,Mostly Cloudy,10.0,Mostly Cloudy
951,10.0,Overcast,10.0,Overcast
952,10.0,Partly Cloudy,10.0,Partly Cloudy
953,8.0,Clear,8.0,Clear
954,10.0,Clear,10.0,Clear
955,4.0,Overcast,4.0,Overcast
956,10.0,Partly Cloudy,10.0,Partly Cloudy
957,10.0,Clear,10.0,Clear
958,10.0,Clear,10.0,Clear
959,10.0,Clear,10.0,Clear
960,10.0,Overcast,10.0,Overcast
961,10.0,Clear,10.0,Clear
962,10.0,Clear,10.0,Clear
963,10.0,Clear,10.0,Clear
964,10.0,Clear,10.0,Clear
965,1.2,Light Snow,0.8,Light Snow
966,10.0,Clear,10.0,Clear
967,10.0,Clear,10.0,Clear
968,10.0,Scattered Clouds,10.0,Scattered Clouds
969,7.0,Overcast,7.0,Overcast
970,10.0,Partly Cloudy,10.0,Partly Cloudy
971,10.0,Clear,10.0,Clear
972,10.0,Overcast,10.0,Mostly Cloudy
973,10.0,Partly Cloudy,10.0,Partly Cloudy
974,10.0,Clear,10.0,Clear
975,10.0,Overcast,10.0,Overcast
976,10.0,Clear,10.0,Clear
977,10.0,Clear,10.0,Clear
978,10.0,Clear,10.0,Clear
979,10.0,Overcast,10.0,Overcast
980,10.0,Clear,10.0,Clear
981,10.0,Overcast,10.0,Overcast
982,10.0,Clear,10.0,Clear
983,10.0,Overcast,10.0,Overcast
984,10.0,Clear,10.0,Clear
985,10.0,Overcast,10.0,Overcast
986,10.0,Clear,10.0,Clear
987,10.0,Clear,10.0,Clear
988,10.0,Clear,10.0,Clear
989,10.0,Clear,10.0,Clear
990,10.0,Clear,10.0,Clear
991,10.0,Clear,10.0,Clear
992,10.0,Clear,10.0,Clear
993,10.0,Clear,10.0,Clear
994,10.0,Overcast,10.0,Overcast
995,10.0,Overcast,10.0,Overcast
996,10.0,Clear,10.0,Clear
997,10.0,Clear,10.0,Clear
998,10.0,Clear,10.0,Clear
999,10.0,Clear,10.0,Clear
1000,10.0,Overcast,10.0,Overcast
1001,10.0,Clear,10.0,Clear
1002,10.0,Overcast,10.0,Overcast
1003,10.0,Overcast,10.0,Overcast
1004,10.0,Overcast,10.0,Overcast
1005,10.0,Mostly Cloudy,10.0,Mostly Cloudy
1006,10.0,Clear,10.0,Clear
1007,10.0,Clear,10.0,Clear
1008,10.0,Clear,10.0,Clear
1009,10.0,Clear,10.0,Clear
1010,10.0,Clear,10.0,Clear
1011,10.0,Overcast,10.0,Overcast
1012,9.0,Overcast,9.0,Overcast
1013,10.0,Clear,10.0,Clear
1014,10.0,Overcast,10.0,Overcast
1015,10.0,Clear,10.0,Clear
1016,2.0,Light Rain,2.0,Light Rain
1017,10.0,Clear,10.0,Clear
1018,10.0,Overcast,10.0,Overcast
1019,3.0,Overcast,3.0,Overcast
1020,10.0,Scattered Clouds,10.0,Scattered Clouds
1021,5.0,Scattered Clouds,5.0,Scattered Clouds
1022,10.0,Clear,10.0,Clear
1023,10.0,Clear,10.0,Clear
1024,10.0,Overcast,10.0,Overcast
1025,10.0,Clear,10.0,Clear
1026,10.0,Overcast,10.0,Overcast
1027,4.0,Light Rain,4.0,Light Rain
1028,10.0,Overcast,10.0,Overcast
1029,10.0,Mostly Cloudy,10.0,Mostly Cloudy
1030,10.0,Scattered Clouds,10.0,Scattered Clouds
1031,10.0,Clear,10.0,Clear
1032,10.0,Overcast,10.0,Overcast
1033,10.0,Clear,10.0,Clear
1034,10.0,Clear,10.0,Clear
1035,10.0,Overcast,10.0,Overcast
1036,0.8,Light Snow,1.5,Light Snow
1037,9.0,Overcast,9.0,Overcast
1038,10.0,Clear,10.0,Clear
1039,10.0,Overcast,10.0,Overcast
1040,10.0,Clear,10.0,Clear
1041,10.0,Mostly Cloudy,10.0,Mostly Cloudy
1042,10.0,Clear,10.0,Clear
1043,7.0,Overcast,7.0,Overcast
1044,1.8,Light Rain,1.8,Light Rain
1045,6.0,Light Rain,6.0,Light Rain
1046,10.0,Clear,10.0,Clear
1047,10.0,Clear,10.0,Clear
1048,6.0,Haze,10.0,Overcast
1049,10.0,Overcast,10.0,Overcast
